"dodge,colt,hardtop",80.0,2126,4,17.0
"volkswagen,type,3",54.0,2254,4,23.5
"chevrolet,vega",90.0,2408,4,19.5
"ford,pinto,runabout",86.0,2226,4,16.5
"chevrolet,impala",165.0,4274,8,12.0
"pontiac,catalina",175.0,4385,8,12.0
"plymouth,fury,iii",150.0,4135,8,13.5
"ford,galaxie,500",153.0,4129,8,13.0
"amc,ambassador,sst",150.0,3672,8,11.5
"mercury,marquis",208.0,4633,8,11.0
"buick,lesabre,custom",155.0,4502,8,13.5
"oldsmobile,delta,88,royale",160.0,4456,8,13.5
"chrysler,newport,royal",190.0,4422,8,12.5
"mazda,rx2,coupe",97.0,2330,3,13.5
"amc,matador,(sw)",150.0,3892,8,12.5
"chevrolet,chevelle,concours,(sw)",130.0,4098,8,14.0
"ford,gran,torino,(sw)",140.0,4294,8,16.0
"plymouth,satellite,custom,(sw)",150.0,4077,8,14.0
"volvo,145e,(sw)",112.0,2933,4,14.5
"volkswagen,411,(sw)",76.0,2511,4,18.0
"peugeot,504,(sw)",87.0,2979,4,19.5
"renault,12,(sw)",69.0,2189,4,18.0
"ford,pinto,(sw)",86.0,2395,4,16.0
"datsun,510,(sw)",92.0,2288,4,17.0
"toyouta,corona,mark,ii,(sw)",97.0,2506,4,14.5
"dodge,colt,(sw)",80.0,2164,4,15.0
"toyota,corolla,1600,(sw)",88.0,2100,4,16.5
"buick,century,350",175.0,4100,8,13.0
"amc,matador",150.0,3672,8,11.5
"chevrolet,malibu",145.0,3988,8,13.0
"ford,gran,torino",137.0,4042,8,14.5
"dodge,coronet,custom",150.0,3777,8,12.5
"mercury,marquis,brougham",198.0,4952,8,11.5
"chevrolet,caprice,classic",150.0,4464,8,12.0
"ford,ltd",158.0,4363,8,13.0
"plymouth,fury,gran,sedan",150.0,4237,8,14.5
"chrysler,new,yorker,brougham",215.0,4735,8,11.0
"buick,electra,225,custom",225.0,4951,8,11.0
"amc,ambassador,brougham",175.0,3821,8,11.0
"plymouth,valiant",105.0,3121,6,16.5
"chevrolet,nova,custom",100.0,3278,6,18.0
"amc,hornet",100.0,2945,6,16.0
"ford,maverick",88.0,3021,6,16.5
"plymouth,duster",95.0,2904,6,16.0
"volkswagen,super,beetle",46.0,1950,4,21.0
"chevrolet,impala",150.0,4997,8,14.0
"ford,country",167.0,4906,8,12.5
"plymouth,custom,suburb",170.0,4654,8,13.0
"oldsmobile,vista,cruiser",180.0,4499,8,12.5
"amc,gremlin",100.0,2789,6,15.0
"toyota,carina",88.0,2279,4,19.0
"chevrolet,vega",72.0,2401,4,19.5
"datsun,610",94.0,2379,4,16.5
"maxda,rx3",90.0,2124,3,13.5
"ford,pinto",85.0,2310,4,18.5
"mercury,capri,v6",107.0,2472,6,14.0
"fiat,124,sport,coupe",90.0,2265,4,15.5
"chevrolet,monte,carlo,s",145.0,4082,8,13.0
"pontiac,grand,prix",230.0,4278,8,9.5
"fiat,128",49.0,1867,4,19.5
"opel,manta",75.0,2158,4,15.5
"audi,100ls",91.0,2582,4,14.0
"volvo,144ea",112.0,2868,4,15.5
"dodge,dart,custom",150.0,3399,8,11.0
"saab,99le",110.0,2660,4,14.0
"toyota,mark,ii",122.0,2807,6,13.5
"oldsmobile,omega",180.0,3664,8,11.0
"plymouth,duster",95.0,3102,6,16.5
"amc,hornet",100.0,2901,6,16.0
"chevrolet,nova",100.0,3336,6,17.0
"datsun,b210",67.0,1950,4,19.0
"ford,pinto",80.0,2451,4,16.5
"toyota,corolla,1200",65.0,1836,4,21.0
"chevrolet,vega",75.0,2542,4,17.0
"chevrolet,chevelle,malibu,classic",100.0,3781,6,17.0
"amc,matador",110.0,3632,6,18.0
"plymouth,satellite,sebring",105.0,3613,6,16.5
"ford,gran,torino",140.0,4141,8,14.0
"buick,century,luxus,(sw)",150.0,4699,8,14.5
"dodge,coronet,custom,(sw)",150.0,4457,8,13.5
"ford,gran,torino,(sw)",140.0,4638,8,16.0
"amc,matador,(sw)",150.0,4257,8,15.5
"audi,fox",83.0,2219,4,16.5
"volkswagen,dasher",67.0,1963,4,15.5
"opel,manta",78.0,2300,4,14.5
"toyota,corona",52.0,1649,4,16.5
"datsun,710",61.0,2003,4,19.0
"dodge,colt",75.0,2125,4,14.5
"fiat,128",75.0,2108,4,15.5
"fiat,124,tc",75.0,2246,4,14.0
"honda,civic",97.0,2489,4,15.0
subaru,93.0,2391,4,15.5
"fiat,x1.9",67.0,2000,4,16.0
"plymouth,valiant,custom",95.0,3264,6,16.0
"chevrolet,nova",105.0,3459,6,16.0
"mercury,monarch",72.0,3432,6,21.0
"ford,maverick",72.0,3158,6,19.5
"pontiac,catalina",170.0,4668,8,11.5
"chevrolet,bel,air",145.0,4440,8,14.0
"plymouth,grand,fury",150.0,4498,8,14.5
"ford,ltd",148.0,4657,8,13.5
"buick,century",110.0,3907,6,21.0
"chevroelt,chevelle,malibu",105.0,3897,6,18.5
"amc,matador",110.0,3730,6,19.0
"plymouth,fury",95.0,3785,6,19.0
"buick,skyhawk",110.0,3039,6,15.0
"chevrolet,monza,2+2",110.0,3221,8,13.5
"ford,mustang,ii",129.0,3169,8,12.0
"toyota,corolla",75.0,2171,4,16.0
"ford,pinto",83.0,2639,4,17.0
"amc,gremlin",100.0,2914,6,16.0
"pontiac,astro",78.0,2592,4,18.5
"toyota,corona",96.0,2702,4,13.5
"volkswagen,dasher",71.0,2223,4,16.5
"datsun,710",97.0,2545,4,17.0
"ford,pinto",97.0,2984,6,14.5
"volkswagen,rabbit",70.0,1937,4,14.0
"amc,pacer",90.0,3211,6,17.0
"audi,100ls",95.0,2694,4,15.0
"peugeot,504",88.0,2957,4,17.0
"volvo,244dl",98.0,2945,4,14.5
"saab,99le",115.0,2671,4,13.5
"honda,civic,cvcc",53.0,1795,4,17.5
"fiat,131",86.0,2464,4,15.5
"opel,1900",81.0,2220,4,16.9
"capri,ii",92.0,2572,4,14.9
"dodge,colt",79.0,2255,4,17.7
"renault,12tl",83.0,2202,4,15.3
"chevrolet,chevelle,malibu,classic",140.0,4215,8,13.0
"dodge,coronet,brougham",150.0,4190,8,13.0
"amc,matador",120.0,3962,8,13.9
"ford,gran,torino",152.0,4215,8,12.8
"plymouth,valiant",100.0,3233,6,15.4
"chevrolet,nova",105.0,3353,6,14.5
"ford,maverick",81.0,3012,6,17.6
"amc,hornet",90.0,3085,6,17.6
"chevrolet,chevette",52.0,2035,4,22.2
"chevrolet,woody",60.0,2164,4,22.1
"vw,rabbit",70.0,1937,4,14.2
"honda,civic",53.0,1795,4,17.4
"dodge,aspen,se",100.0,3651,6,17.7
"ford,granada,ghia",78.0,3574,6,21.0
"pontiac,ventura,sj",110.0,3645,6,16.2
"amc,pacer,d/l",95.0,3193,6,17.8
"volkswagen,rabbit",71.0,1825,4,12.2
"datsun,b-210",70.0,1990,4,17.0
"toyota,corolla",75.0,2155,4,16.4
"ford,pinto",72.0,2565,4,13.6
"volvo,245",102.0,3150,4,15.7
"plymouth,volare,premier,v8",150.0,3940,8,13.2
"peugeot,504",88.0,3270,4,21.9
"toyota,mark,ii",108.0,2930,6,15.5
"mercedes-benz,280s",120.0,3820,6,16.7
"cadillac,seville",180.0,4380,8,12.1
"chevy,c10",145.0,4055,8,12.0
"ford,f108",130.0,3870,8,15.0
"dodge,d100",150.0,3755,8,14.0
"honda,accord,cvcc",68.0,2045,4,18.5
"buick,opel,isuzu,deluxe",80.0,2155,4,14.8
"renault,5,gtl",58.0,1825,4,18.6
"plymouth,arrow,gs",96.0,2300,4,15.5
"datsun,f-10,hatchback",70.0,1945,4,16.8
"chevrolet,caprice,classic",145.0,3880,8,12.5
"oldsmobile,cutlass,supreme",110.0,4060,8,19.0
"dodge,monaco,brougham",145.0,4140,8,13.7
"mercury,cougar,brougham",130.0,4295,8,14.9
"chevrolet,concours",110.0,3520,6,16.4
"buick,skylark",105.0,3425,6,16.9
"plymouth,volare,custom",100.0,3630,6,17.7
"ford,granada",98.0,3525,6,19.0
"pontiac,grand,prix,lj",180.0,4220,8,11.1
"chevrolet,monte,carlo,landau",170.0,4165,8,11.4
"chrysler,cordoba",190.0,4325,8,12.2
"ford,thunderbird",149.0,4335,8,14.5
"volkswagen,rabbit,custom",78.0,1940,4,14.5
"pontiac,sunbird,coupe",88.0,2740,4,16.0
"toyota,corolla,liftback",75.0,2265,4,18.2
"ford,mustang,ii,2+2",89.0,2755,4,15.8
"chevrolet,chevette",63.0,2051,4,17.0
"dodge,colt,m/m",83.0,2075,4,15.9
"subaru,dl",67.0,1985,4,16.4
"volkswagen,dasher",78.0,2190,4,14.1
"datsun,810",97.0,2815,6,14.5
"bmw,320i",110.0,2600,4,12.8
"mazda,rx-4",110.0,2720,3,13.5
"volkswagen,rabbit,custom,diesel",48.0,1985,4,21.5
"ford,fiesta",66.0,1800,4,14.4
"mazda,glc,deluxe",52.0,1985,4,19.4
"datsun,b210,gx",70.0,2070,4,18.6
"honda,civic,cvcc",60.0,1800,4,16.4
"oldsmobile,cutlass,salon,brougham",110.0,3365,8,15.5
"dodge,diplomat",140.0,3735,8,13.2
"mercury,monarch,ghia",139.0,3570,8,12.8
"pontiac,phoenix,lj",105.0,3535,6,19.2
"chevrolet,malibu",95.0,3155,6,18.2
"ford,fairmont,(auto)",85.0,2965,6,15.8
"ford,fairmont,(man)",88.0,2720,4,15.4
"plymouth,volare",100.0,3430,6,17.2
"amc,concord",90.0,3210,6,17.2
"buick,century,special",105.0,3380,6,15.8
"mercury,zephyr",85.0,3070,6,16.7
"dodge,aspen",110.0,3620,6,18.7
"amc,concord,d/l",120.0,3410,6,15.1
"chevrolet,monte,carlo,landau",145.0,3425,8,13.2
"buick,regal,sport,coupe,(turbo)",165.0,3445,6,13.4
"ford,futura",139.0,3205,8,11.2
"dodge,magnum,xe",140.0,4080,8,13.7
"chevrolet,chevette",68.0,2155,4,16.5
"toyota,corona",95.0,2560,4,14.2
"datsun,510",97.0,2300,4,14.7
"dodge,omni",75.0,2230,4,14.5
"toyota,celica,gt,liftback",95.0,2515,4,14.8
"plymouth,sapporo",105.0,2745,4,16.7
"oldsmobile,starfire,sx",85.0,2855,4,17.6
"datsun,200-sx",97.0,2405,4,14.9
"audi,5000",103.0,2830,5,15.9
"volvo,264gl",125.0,3140,6,13.6
"saab,99gle",115.0,2795,4,15.7
"peugeot,604sl",133.0,3410,6,15.8
"volkswagen,scirocco",71.0,1990,4,14.9
"honda,accord,lx",68.0,2135,4,16.6
"pontiac,lemans,v6",115.0,3245,6,15.4
"mercury,zephyr,6",85.0,2990,6,18.2
"ford,fairmont,4",88.0,2890,4,17.3
"amc,concord,dl,6",90.0,3265,6,18.2
"dodge,aspen,6",110.0,3360,6,16.6
"chevrolet,caprice,classic",130.0,3840,8,15.4
"ford,ltd,landau",129.0,3725,8,13.4
"mercury,grand,marquis",138.0,3955,8,13.2
"dodge,st.,regis",135.0,3830,8,15.2
"buick,estate,wagon,(sw)",155.0,4360,8,14.9
"ford,country,squire,(sw)",142.0,4054,8,14.3
"chevrolet,malibu,classic,(sw)",125.0,3605,8,15.0
"chrysler,lebaron,town,@,country,(sw)",150.0,3940,8,13.0
"vw,rabbit,custom",71.0,1925,4,14.0
"maxda,glc,deluxe",65.0,1975,4,15.2
"dodge,colt,hatchback,custom",80.0,1915,4,14.4
"amc,spirit,dl",80.0,2670,4,15.0
"mercedes,benz,300d",77.0,3530,5,20.1
"cadillac,eldorado",125.0,3900,8,17.4
"peugeot,504",71.0,3190,4,24.8
"oldsmobile,cutlass,salon,brougham",90.0,3420,8,22.2
"plymouth,horizon",70.0,2200,4,13.2
"plymouth,horizon,tc3",70.0,2150,4,14.9
"datsun,210",65.0,2020,4,19.2
"fiat,strada,custom",69.0,2130,4,14.7
"buick,skylark,limited",90.0,2670,4,16.0
"chevrolet,citation",115.0,2595,6,11.3
"oldsmobile,omega,brougham",115.0,2700,6,12.9
"pontiac,phoenix",90.0,2556,4,13.2
"vw,rabbit",76.0,2144,4,14.7
"toyota,corolla,tercel",60.0,1968,4,18.8
"chevrolet,chevette",70.0,2120,4,15.5
"datsun,310",65.0,2019,4,16.4
"chevrolet,citation",90.0,2678,4,16.5
"ford,fairmont",88.0,2870,4,18.1
"amc,concord",90.0,3003,4,20.1
"dodge,aspen",90.0,3381,6,18.7
"audi,4000",78.0,2188,4,15.8
"toyota,corona,liftback",90.0,2711,4,15.5
"mazda,626",75.0,2542,4,17.5
"datsun,510,hatchback",92.0,2434,4,15.0
"toyota,corolla",75.0,2265,4,15.2
"mazda,glc",65.0,2110,4,17.9
"dodge,colt",105.0,2800,4,14.4
"datsun,210",65.0,2110,4,19.2
"vw,rabbit,c,(diesel)",48.0,2085,4,21.7
"vw,dasher,(diesel)",48.0,2335,4,23.7
"audi,5000s,(diesel)",67.0,2950,5,19.9
"mercedes-benz,240d",67.0,3250,4,21.8
"honda,civic,1500,gl",67.0,1850,4,13.8
"subaru,dl",67.0,2145,4,18.0
"vokswagen,rabbit",62.0,1845,4,15.3
"datsun,280-zx",132.0,2910,6,11.4
"mazda,rx-7,gs",100.0,2420,3,12.5
"triumph,tr7,coupe",88.0,2500,4,15.1
"honda,accord",72.0,2290,4,17.0
"plymouth,reliant",84.0,2490,4,15.7
"buick,skylark",84.0,2635,4,16.4
"dodge,aries,wagon,(sw)",92.0,2620,4,14.4
"chevrolet,citation",110.0,2725,6,12.6
"plymouth,reliant",84.0,2385,4,12.9
"toyota,starlet",58.0,1755,4,16.9
"plymouth,champ",64.0,1875,4,16.4
"honda,civic,1300",60.0,1760,4,16.1
subaru,67.0,2065,4,17.8
"datsun,210,mpg",65.0,1975,4,19.4
"toyota,tercel",62.0,2050,4,17.3
"mazda,glc,4",68.0,1985,4,16.0
"plymouth,horizon,4",63.0,2215,4,14.9
"ford,escort,4w",65.0,2045,4,16.2
"ford,escort,2h",65.0,2380,4,20.7
"volkswagen,jetta",74.0,2190,4,14.2
"honda,prelude",75.0,2210,4,14.4
"toyota,corolla",75.0,2350,4,16.8
"datsun,200sx",100.0,2615,4,14.8
"mazda,626",74.0,2635,4,18.3
"peugeot,505s,turbo,diesel",80.0,3230,4,20.4
"volvo,diesel",76.0,3160,6,19.6
"toyota,cressida",116.0,2900,6,12.6
"datsun,810,maxima",120.0,2930,6,13.8
"buick,century",110.0,3415,6,15.8
"oldsmobile,cutlass,ls",105.0,3725,8,19.0
"ford,granada,gl",88.0,3060,6,17.1
"chrysler,lebaron,salon",85.0,3465,6,16.6
"chevrolet,cavalier",88.0,2605,4,19.6
"chevrolet,cavalier,wagon",88.0,2640,4,18.6
"chevrolet,cavalier,2-door",88.0,2395,4,18.0
"pontiac,j2000,se,hatchback",85.0,2575,4,16.2
"dodge,aries,se",84.0,2525,4,16.0
"pontiac,phoenix",90.0,2735,4,18.0
"ford,fairmont,futura",92.0,2865,4,16.4
"volkswagen,rabbit,l",74.0,1980,4,15.3
"mazda,glc,custom,l",68.0,2025,4,18.2
"mazda,glc,custom",68.0,1970,4,17.6
"plymouth,horizon,miser",63.0,2125,4,14.7
"mercury,lynx,l",70.0,2125,4,17.3
"nissan,stanza,xe",88.0,2160,4,14.5
"honda,accord",75.0,2205,4,14.5
"toyota,corolla",70.0,2245,4,16.9
"honda,civic",67.0,1965,4,15.0
"honda,civic,(auto)",67.0,1965,4,15.7
"datsun,310,gx",67.0,1995,4,16.2
"buick,century,limited",110.0,2945,6,16.4
"oldsmobile,cutlass,ciera,(diesel)",85.0,3015,6,17.0
"chrysler,lebaron,medallion",92.0,2585,4,14.5
"ford,granada,l",112.0,2835,6,14.7
"toyota,celica,gt",96.0,2665,4,13.9
"dodge,charger,2.2",84.0,2370,4,13.0
"chevrolet,camaro",90.0,2950,4,17.3
"ford,mustang,gl",86.0,2790,4,15.6
"vw,pickup",52.0,2130,4,24.6
"dodge,rampage",84.0,2295,4,11.6
"ford,ranger",79.0,2625,4,18.6
"chevy,s-10",82.0,2720,4,19.4
